"MA Chidambaram Stadium, Chennai",2025-03-28,Jitesh Sharma (wk),12,1,1,24
"MA Chidambaram Stadium, Chennai",2025-03-28,Tim David,22,1,3,48
"MA Chidambaram Stadium, Chennai",2025-03-28,Krunal Pandya,0,0,0,-2
"MA Chidambaram Stadium, Chennai",2025-03-28,Bhuvneshwar,0,0,0,-2
"MA Chidambaram Stadium, Chennai",2025-03-28,Khaleel Ahmed,4,1,0,9
"MA Chidambaram Stadium, Chennai",2025-03-28,Ashwin,2,1,0,7
"MA Chidambaram Stadium, Chennai",2025-03-28,Sam Curran,3,0,0,3
"MA Chidambaram Stadium, Chennai",2025-03-28,Noor Ahmad,4,3,0,19
"MA Chidambaram Stadium, Chennai",2025-03-28,Ravindra Jadeja,3,0,0,3
"MA Chidambaram Stadium, Chennai",2025-03-28,Matheesha Pathirana,4,2,0,14
"MA Chidambaram Stadium, Chennai",2025-03-28,Rachin Ravindra,41,5,0,70
"MA Chidambaram Stadium, Chennai",2025-03-28,Rahul Tripathi,5,1,0,10
"MA Chidambaram Stadium, Chennai",2025-03-28,Ruturaj Gaikwad (c),0,0,0,-2
"MA Chidambaram Stadium, Chennai",2025-03-28,Deepak Hooda,4,1,0,9
"MA Chidambaram Stadium, Chennai",2025-03-28,Sam Curran,8,0,0,8
"MA Chidambaram Stadium, Chennai",2025-03-28,Shivam Dube,19,2,1,36
"MA Chidambaram Stadium, Chennai",2025-03-28,Ravindra Jadeja,25,2,1,46
"MA Chidambaram Stadium, Chennai",2025-03-28,Ravichandran Ashwin,11,1,0,16
"MA Chidambaram Stadium, Chennai",2025-03-28,MS Dhoni (wk),30,3,2,63
"MA Chidambaram Stadium, Chennai",2025-03-28,Noor Ahmad,0,0,0,-2
"MA Chidambaram Stadium, Chennai",2025-03-28,Bhuvneshwar Kumar,3,1,0,8
"MA Chidambaram Stadium, Chennai",2025-03-28,Josh Hazlewood,4,3,0,19
"MA Chidambaram Stadium, Chennai",2025-03-28,Yash Dayal,3,2,0,13
"MA Chidambaram Stadium, Chennai",2025-03-28,Liam Livingstone,4,2,0,14
"MA Chidambaram Stadium, Chennai",2025-03-28,Suyash Sharma,4,0,0,4
"MA Chidambaram Stadium, Chennai",2025-03-28,Krunal Pandya,2,0,0,2
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Sai Sudharsan,63,4,2,109
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Shubman Gill (c),38,4,1,69
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Jos Buttler (wk),39,5,1,75
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Shahrukh Khan,9,0,1,16
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Sherfane Rutherford,18,0,2,32
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Rahul Tewatia,0,0,0,-2
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Rashid Khan,6,0,1,13
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Rabada,7,0,1,14
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Sai Kishore,1,0,0,1
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Boult,4,1,0,9
"Narendra Modi Stadium, Ahmedabad",2025-03-29,D Chahar,4,1,0,9
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Mujeeb,2,1,0,7
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Hardik Pandya (c),4,2,0,14
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Santner,3,0,0,3
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Satyanarayana Raju,3,1,0,8
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Rohit Sharma,8,2,0,18
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Ryan Rickelton (wk),6,1,0,11
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Tilak Varma,39,3,1,65
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Suryakumar Yadav,48,1,4,85
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Robin Minz,3,0,0,3
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Hardik Pandya (c),11,1,0,16
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Naman Dhir,18,3,0,33
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Mitchell Santner,18,1,2,37
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Mohammed Siraj,4,2,0,14
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Kagiso Rabada,4,1,0,9
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Ishant Sharma,2,0,0,2
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Rashid Khan,2,0,0,2
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Ravisrinivasan Sai Kishore,4,1,0,9
"Narendra Modi Stadium, Ahmedabad",2025-03-29,Prasidh Krishna,4,2,0,14
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Yashasvi Jaiswal,4,1,0,9
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Samson,20,1,1,32
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Nitish Rana,81,10,5,190
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Riyan Parag (c),37,2,2,65
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Dhruv Jurel (wk),3,0,0,3
"Barsapara Cricket Stadium, Guwahati",2025-03-30,W Hasaranga,4,0,0,4
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Hetmyer,19,1,1,31
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Jofra Archer,0,0,0,-2
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Kumar Kartikeya,1,0,0,1
"Barsapara Cricket Stadium, Guwahati",2025-03-30,M Theekshana,2,0,0,2
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Tushar Deshpande,1,0,0,1
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Khaleel Ahmed,4,2,0,14
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Jamie Overton,2,0,0,2
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Ashwin,4,1,0,9
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Noor Ahmad,4,2,0,14
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Matheesha Pathirana,4,2,0,14
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Ravindra Jadeja,2,1,0,7
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Rachin Ravindra,0,0,0,-2
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Rahul Tripathi,23,3,1,45
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Ruturaj Gaikwad (c),63,7,1,117
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Shivam Dube,18,1,2,37
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Vijay Shankar,9,0,1,16
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Ravindra Jadeja,32,2,1,53
"Barsapara Cricket Stadium, Guwahati",2025-03-30,MS Dhoni (wk),16,1,1,28
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Jamie Overton,11,0,1,18
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Jofra Archer,3,1,0,8
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Tushar Deshpande,4,0,0,4
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Sandeep Sharma,4,1,0,9
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Maheesh Theekshana,4,0,0,4
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Wanindu Hasaranga,4,4,0,24
"Barsapara Cricket Stadium, Guwahati",2025-03-30,Kumar Kartikeya,1,0,0,1
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Mitchell Marsh,60,9,2,131
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Markram,53,2,4,103
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Pooran,12,1,1,24
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Pant (c & wk),2,0,0,2
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Ayush Badoni,30,4,0,54
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,David Miller,27,3,1,53
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Abdul Samad,4,1,0,9
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Thakur,5,1,0,10
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Akash Deep,0,0,0,-2
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Avesh Khan,2,0,0,2
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Boult,3,1,0,8
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,D Chahar,2,0,0,2
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Ashwani Kumar,3,1,0,8
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Santner,4,0,0,4
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Vignesh Puthur,4,1,0,9
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Hardik Pandya (c),4,5,0,29
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Will Jacks,5,0,0,5
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Ryan Rickelton (wk),10,2,0,20
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Naman Dhir,46,4,3,91
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Suryakumar Yadav,67,9,1,131
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Tilak Varma,25,2,0,39
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Hardik Pandya (c),28,2,1,49
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Mitchell Santner,2,0,0,2
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Shardul Thakur,4,1,0,9
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Akash Deep,4,1,0,9
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Avesh Khan,4,1,0,9
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Digvesh Singh Rathi,4,1,0,9
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-04,Ravi Bishnoi,4,0,0,4
"MA Chidambaram Stadium, Chennai",2025-04-05,Jake Fraser-McGurk,0,0,0,-2
"MA Chidambaram Stadium, Chennai",2025-04-05,Rahul (wk),77,6,3,152
"MA Chidambaram Stadium, Chennai",2025-04-05,Abishek Porel,33,4,1,64
"MA Chidambaram Stadium, Chennai",2025-04-05,Axar (c),21,2,1,38
"MA Chidambaram Stadium, Chennai",2025-04-05,Sameer Rizvi,20,1,1,32
"MA Chidambaram Stadium, Chennai",2025-04-05,Stubbs,24,2,1,41
"MA Chidambaram Stadium, Chennai",2025-04-05,Ashutosh Sharma,1,0,0,1
"MA Chidambaram Stadium, Chennai",2025-04-05,Vipraj Nigam,1,0,0,1
"MA Chidambaram Stadium, Chennai",2025-04-05,Khaleel Ahmed,4,2,0,14
"MA Chidambaram Stadium, Chennai",2025-04-05,Mukesh Choudhary,4,0,0,4
"MA Chidambaram Stadium, Chennai",2025-04-05,Ashwin,3,0,0,3
"MA Chidambaram Stadium, Chennai",2025-04-05,Ravindra Jadeja,2,1,0,7
"MA Chidambaram Stadium, Chennai",2025-04-05,Noor Ahmad,3,1,0,8
"MA Chidambaram Stadium, Chennai",2025-04-05,Matheesha Pathirana,4,1,0,9
"MA Chidambaram Stadium, Chennai",2025-04-05,Rachin Ravindra,3,0,0,3
"MA Chidambaram Stadium, Chennai",2025-04-05,Devon Conway,13,1,0,18
"MA Chidambaram Stadium, Chennai",2025-04-05,Ruturaj Gaikwad (c),5,1,0,10
"MA Chidambaram Stadium, Chennai",2025-04-05,Vijay Shankar,69,5,1,113
"MA Chidambaram Stadium, Chennai",2025-04-05,Shivam Dube,18,1,1,30
"MA Chidambaram Stadium, Chennai",2025-04-05,Ravindra Jadeja,2,0,0,2
"MA Chidambaram Stadium, Chennai",2025-04-05,MS Dhoni (wk),30,1,1,46
"MA Chidambaram Stadium, Chennai",2025-04-05,Mitchell Starc,4,1,1,16
"MA Chidambaram Stadium, Chennai",2025-04-05,Mukesh Kumar,4,1,0,9
"MA Chidambaram Stadium, Chennai",2025-04-05,Mohit Sharma,3,0,1,10
"MA Chidambaram Stadium, Chennai",2025-04-05,Vipraj Nigam,4,2,0,14
"MA Chidambaram Stadium, Chennai",2025-04-05,Kuldeep Yadav,4,1,0,9
"MA Chidambaram Stadium, Chennai",2025-04-05,Axar Patel (c),1,0,0,1
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Yashasvi Jaiswal,67,3,5,129
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Samson (c & wk),38,6,0,72
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Riyan Parag,43,3,3,83
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Nitish Rana,12,2,0,22
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Hetmyer,20,2,1,37
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Dhruv Jurel,13,1,1,25
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Arshdeep Singh,4,1,0,9
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Marco Jansen,4,1,0,9
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Lockie Ferguson,4,2,0,14
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Maxwell,1,0,0,1
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Chahal,3,0,0,3
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Stoinis,4,0,0,4
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Priyansh Arya,0,0,0,-2
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Prabhsimran Singh (wk),17,2,0,27
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Shreyas Iyer (c),10,2,0,20
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Marcus Stoinis,1,0,0,1
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Nehal Wadhera,62,4,3,115
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Glenn Maxwell,30,3,1,56
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Shashank Singh,10,0,0,10
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Suryansh Shedge,2,0,0,2
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Marco Jansen,3,0,0,3
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Arshdeep Singh,1,0,0,1
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Lockie Ferguson,4,1,0,9
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Jofra Archer,4,3,0,19
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Yudhvir Singh Charak,2,0,0,2
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Sandeep Sharma,4,2,0,14
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Maheesh Theekshana,4,2,0,14
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Kumar Kartikeya,2,1,0,7
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-05,Wanindu Hasaranga,4,1,0,9
"Wankhede Stadium, Mumbai",2025-04-07,Phil Salt,4,1,0,9
"Wankhede Stadium, Mumbai",2025-04-07,Kohli,67,8,2,133
"Wankhede Stadium, Mumbai",2025-04-07,Padikkal,37,2,3,72
"Wankhede Stadium, Mumbai",2025-04-07,Rajat Patidar (c),64,5,4,129
"Wankhede Stadium, Mumbai",2025-04-07,Livingstone,0,0,0,-2
"Wankhede Stadium, Mumbai",2025-04-07,Jitesh Sharma (wk),40,2,4,82
"Wankhede Stadium, Mumbai",2025-04-07,Tim David,1,0,0,1
"Wankhede Stadium, Mumbai",2025-04-07,Boult,4,2,0,14
"Wankhede Stadium, Mumbai",2025-04-07,D Chahar,2,0,0,2
"Wankhede Stadium, Mumbai",2025-04-07,Bumrah,4,0,0,4
"Wankhede Stadium, Mumbai",2025-04-07,Will Jacks,1,0,0,1
"Wankhede Stadium, Mumbai",2025-04-07,Santner,4,0,0,4
"Wankhede Stadium, Mumbai",2025-04-07,Hardik Pandya (c),4,2,0,14
"Wankhede Stadium, Mumbai",2025-04-07,Vignesh Puthur,1,1,0,6
"Wankhede Stadium, Mumbai",2025-04-07,Rohit Sharma,17,2,1,34
"Wankhede Stadium, Mumbai",2025-04-07,Ryan Rickelton (wk),17,4,0,37
"Wankhede Stadium, Mumbai",2025-04-07,Will Jacks,22,2,1,39
"Wankhede Stadium, Mumbai",2025-04-07,Suryakumar Yadav,28,5,0,57
"Wankhede Stadium, Mumbai",2025-04-07,Tilak Varma,56,4,4,116
"Wankhede Stadium, Mumbai",2025-04-07,Hardik Pandya (c),42,3,4,89
"Wankhede Stadium, Mumbai",2025-04-07,Naman Dhir,11,1,1,23
"Wankhede Stadium, Mumbai",2025-04-07,Mitchell Santner,8,0,1,15
"Wankhede Stadium, Mumbai",2025-04-07,Deepak Chahar,0,0,0,-2
"Wankhede Stadium, Mumbai",2025-04-07,Trent Boult,1,0,0,1
"Wankhede Stadium, Mumbai",2025-04-07,Jasprit Bumrah,0,0,0,-2
"Wankhede Stadium, Mumbai",2025-04-07,Bhuvneshwar Kumar,4,1,0,9
"Wankhede Stadium, Mumbai",2025-04-07,Yash Dayal,4,2,0,14
"Wankhede Stadium, Mumbai",2025-04-07,Josh Hazlewood,4,2,0,14
"Wankhede Stadium, Mumbai",2025-04-07,Suyash Sharma,4,0,0,4
"Wankhede Stadium, Mumbai",2025-04-07,Krunal Pandya,4,4,0,24
"Eden Gardens, Kolkata",2025-04-08,Markram,47,4,2,85
"Eden Gardens, Kolkata",2025-04-08,Mitchell Marsh,81,6,5,170
"Eden Gardens, Kolkata",2025-04-08,Pooran,87,7,8,202
"Eden Gardens, Kolkata",2025-04-08,Abdul Samad,6,1,0,11
"Eden Gardens, Kolkata",2025-04-08,David Miller,4,0,0,4
"Eden Gardens, Kolkata",2025-04-08,Vaibhav Arora,4,0,0,4
"Eden Gardens, Kolkata",2025-04-08,Spencer Johnson,3,0,0,3
"Eden Gardens, Kolkata",2025-04-08,Varun Chakaravarthy,4,0,0,4
"Eden Gardens, Kolkata",2025-04-08,Harshit Rana,4,2,0,14
"Eden Gardens, Kolkata",2025-04-08,Narine,3,0,0,3
"Eden Gardens, Kolkata",2025-04-08,Russell,2,1,0,7
"Eden Gardens, Kolkata",2025-04-08,Quinton de Kock (wk),15,0,2,29
"Eden Gardens, Kolkata",2025-04-08,Sunil Narine,30,4,2,68
"Eden Gardens, Kolkata",2025-04-08,Ajinkya Rahane (c),61,8,2,127
"Eden Gardens, Kolkata",2025-04-08,Venkatesh Iyer,45,6,1,86
"Eden Gardens, Kolkata",2025-04-08,Ramandeep Singh,1,0,0,1
"Eden Gardens, Kolkata",2025-04-08,Angkrish Raghuvanshi,5,1,0,10
"Eden Gardens, Kolkata",2025-04-08,Andre Russell,7,0,1,14
"Eden Gardens, Kolkata",2025-04-08,Rinku Singh,38,6,2,86
"Eden Gardens, Kolkata",2025-04-08,Harshit Rana,10,2,0,20
"Eden Gardens, Kolkata",2025-04-08,Akash Deep,4,2,0,14
"Eden Gardens, Kolkata",2025-04-08,Shardul Thakur,4,2,0,14
"Eden Gardens, Kolkata",2025-04-08,Avesh Khan,4,1,0,9
"Eden Gardens, Kolkata",2025-04-08,Digvesh Singh Rathi,4,1,0,9
"Eden Gardens, Kolkata",2025-04-08,Ravi Bishnoi,4,1,0,9
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-08,Priyansh Arya,103,7,9,241
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-08,Prabhsimran (wk),0,0,0,-2
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-08,Shreyas Iyer (c),9,0,1,16
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-08,Stoinis,4,0,0,4
